City,Place Name,Zipcode,Name
Hann. Münden,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Hann. Münden, Lange Straße 34"
Osterode am Harz,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Osterode am Harz, Kornmarkt 17"
Langenhagen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Langenhagen, City Center Langenhagen"
Barsinghausen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Barsinghausen, Marktstraße 8"
Hannover,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Hannover Zentrum, Hildesheimer Straße 7"
Braunschweig,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Braunschweig, Casparistr. 4 - 6"
Wunstorf,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Wunstorf, Lange Straße 40"
Northeim,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Northeim, Breite Straße 1"
Salzgitter,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Salzgitter, In den Blumentriften 1"
Göttingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Göttingen, Weender Straße 43"
Gifhorn,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Gifhorn, Steinweg 41"
Laatzen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Laatzen, Leine-Center"
Peine,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Peine, Gröpern 11"
Wolfsburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Wolfsburg, Porschestraße 39"
Goslar,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Goslar, Fischemäkerstraße 13"
Wolfenbüttel,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Wolfenbüttel, Lange Herzogstraße 2"
Hildesheim,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Hildesheim, Bahnhofsallee 2"
