City,Place Name,Zipcode,Name
Schwelm,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Schwelm, Hauptstraße 42- 42a"
Olpe,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Olpe, Martinstraße 29"
Köln,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Köln Neustadt-Süd, Barbarossaplatz 4"
Bergisch Gladbach,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Bergisch Gladbach, Hauptstraße 142"
Wuppertal,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Wuppertal Elberfeld, Willy-Brandt-Platz 1"
Velbert,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Velbert, Friedrichstraße 149"
Siegen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Siegen Zentrum-Oberstadt, Kölner Straße 52"
Gummersbach,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Gummersbach, Kaiserstraße 22"
Solingen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Solingen, Hauptstraße 50"
Remscheid,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Remscheid, Allee-Center"
Leverkusen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Leverkusen, Wiesdorfer Platz 48"
