Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
CN507658,adidas,"adidas Outlet Store Xi'an, Xian Capital Outlets",,西安市,,,CN,+860029-84165686,https://www.adidas.co.uk/storefront/CN507658-西安市-细柳一路以西大吉一路以北、细柳路以南区域西安首创奥特莱斯f1-b32b33b35b36b37-ab-adidas-outlet-store-xi'an-xian-capital-outlets,,Adidas,Q3895
dealer_70204,maserati,SHAANXI JUNDONG,,XI'AN,,,CN,+86 29 8110 8168,,,Maserati,Q35962
69746334,moneygram,BOC - #16497 - SAXXA GUANGHUALU SUBBR,,XIAN,,,CN,+86 29 8878 8200,,Mo-Fr 09:00-17:30; Sa-Su 09:00-16:00,MoneyGram,Q1944412
66840165,moneygram,BOC - #16103 - SAXXA WESTENDOFKEJILU SUB,,XIAN,,,CN,+86 29 8824 0640,,Mo-Fr 09:00-17:30; Sa-Su 09:00-16:00,MoneyGram,Q1944412
66840725,moneygram,BOC - #16179 - SAXXA WERNELECTRONICSTORE,,XIAN,,,CN,+86 29 8827 9796,,Mo-Fr 09:00-17:30; Sa-Su 09:00-16:00,MoneyGram,Q1944412
66841203,moneygram,BOC - #16177 - SAXXA ZIWEI SUB-BR,,XIAN,,,CN,+86 29 8821 9278,,Mo-Fr 09:00-18:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
66841216,moneygram,BOC - #16180 - SAXXA YANTAWLU SUB-BR,,XIAN,,,CN,+86 29 8524 5846,,Mo-Fr 09:00-18:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
66841232,moneygram,BOC - #16182 - SAXXA HANGUANG SUB-BR,,XIAN,,,CN,+86 29 8825 2120,,Mo-Fr 09:00-18:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
66841245,moneygram,BOC - #16173 - SAXXA FENGQINGLUSUB-R,,XIAN,,,CN,+86 29 8424 9092,,Mo-Fr 09:00-18:00; Sa-Su 09:00-14:00,MoneyGram,Q1944412
66841559,moneygram,BOC - #16170 - SAXXA XIAOZHAI SUB-BR,,XIAN,,,CN,+86 29 8526 1112,,Mo-Fr 09:00-18:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
66841449,moneygram,BOC - #16386 - SAXXA E-TDEVELOPINGZONE S,,XIAN,,,CN,+86 29 8652 6337,,Mo-Fr 09:00-18:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
66840738,moneygram,BOC - #16128 - SAXXA INTERNATIONALPORTDI,,XIAN,,,CN,+86 29 8350 2316,,Mo-Fr 10:00-16:30; Sa-Su 00:00-24:00,MoneyGram,Q1944412
66840770,moneygram,BOC - #16190 - SAXXA XIAOZHAIDONGLU SUB-,,XI AN,,,CN,+86 29 8522 3650,,Mo-Fr 09:00-18:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
66840796,moneygram,BOC - #16172 - SAXXA JIANSHELU SUB-BR,,XIAN,,,CN,+86 29 8552 5734,,Mo-Fr 09:00-18:00; Sa-Su 09:00-16:00,MoneyGram,Q1944412
