City,Place Name,Zipcode,Name
Liberec,fielmann_cz,,unknown,"Fielmann - vaše optika v Liberec Nové Město, Pražská 147/30"
České Budějovice,fielmann_cz,,unknown,"Fielmann - vaše optika v České Budějovice, Lannova tř. 207/12"
Brno,fielmann_cz,,unknown,"Fielmann - vaše optika v Brno, Česká 22"
Ostrava,fielmann_cz,,unknown,"Fielmann - vaše optika v Ostrava Moravská Ostrava a Přívoz, Forum Nová Karolina"
Praha 5,fielmann_cz,,unknown,"Fielmann - vaše optika v Praha 5, Metropole Zličín"
Praha 4,fielmann_cz,,unknown,"Fielmann - vaše optika v Praha 4, Westfield Chodov"
Pardubice,fielmann_cz,,unknown,"Fielmann - vaše optika v Pardubice, Třída Míru 2800"
Modřice,fielmann_cz,,unknown,"Fielmann - vaše optika v Modřice, OC Olympia Brno"
Ústí nad Labem,fielmann_cz,,unknown,"Fielmann - vaše optika v Ústí nad Labem, Mírové náměstí 103/27"
Olomouc,fielmann_cz,,unknown,"Fielmann - vaše optika v Olomouc, Galerie Šantovka"
Praha 1,fielmann_cz,,unknown,"Fielmann - vaše optika v Praha 1, Na Příkopě 858/20"
Praha 9,fielmann_cz,,unknown,"Fielmann - vaše optika v Praha 9, Centrum Černý Most"
