City,Place Name,Zipcode,Name
Giza,mcdonalds_qstore,,unknown,EL-Lebiny
EL WAHAT,visa,,unknown,unknown
6TH OF OCTOBER,visa,,unknown,unknown
ABU RAWWASH,visa,,unknown,unknown
HARAM,visa,,unknown,unknown
AL HARAM,visa,,unknown,unknown
GIZA,visa,,unknown,unknown
DOKKI,visa,,unknown,unknown
BOULAQ,visa,,unknown,unknown
MOHANDESSEEN,visa,,unknown,unknown
MOHANDSEEN,visa,,unknown,unknown
EL-AGOUZAH,visa,,unknown,unknown
EL AGOUZA,visa,,unknown,unknown
AL KITKATAH,visa,,unknown,unknown
Giza,western_union,,unknown,IBAG NBE MOUSTAFA KAMEL FAISAL
Sheikh Zayed,western_union,,unknown,AAIB ARKAN RETAIL PLAZA
6th October,western_union,,unknown,AAIB 6TH OF OCTOBER BRANCH
Dokki,western_union,,unknown,IBAG DOKKI
Hawamdeyya,western_union,,unknown,BANK OF ALEXANDRIA HAWAMDEYA
Al Bahr Al Aazam,western_union,,unknown,IBAG AL BAHR AL AAZAM
Mohandseen,western_union,,unknown,IBAG MOHANDESEEN
Al Ahram,western_union,,unknown,BANK OF ALEXANDRIA HARAM
Haram,western_union,,unknown,IBAG HARAM
