State,Place Name,City,Establishments
BANGUI,avis,Bangui,1
BP837,avis,Bangui,1
UNKNOWN,moneygram,BANGUI,41
UNKNOWN,moneygram,BERBERATI,1
UNKNOWN,moneygram,BOUAR,1
UNKNOWN,moneygram,BOSSANGOA,1
UNKNOWN,totalenergies,BANGUI,9
UNKNOWN,totalenergies,Bangui,2
UNKNOWN,totalenergies,BOSSANGOA,1
UNKNOWN,totalenergies,MBAIKI,1
UNKNOWN,totalenergies,BOUAR,1
UNKNOWN,totalenergies,BERBERATI,1
UNKNOWN,totalenergies,SIBUT,1
BANGUI,western_union,Bangui,19
BANGUI,western_union,Pk0,1
MAMBEREKADEI,western_union,Berberati,1
BANGUI,western_union,Boyrabe,1
CAR,western_union,Bangui,1
BANGUI,western_union,Benz Vi,1
