City,Place Name,Zipcode,Name
santiago,adidas,,unknown,"adidas Store Santiago, Plaza Vespucio"
Santiago,adidas,,unknown,"adidas Kids Store Santiago, Arauco Maipu"
Quilicura,ashley_furniture,,unknown,"Ashley Quilicura, RM"
Independence,ashley_furniture,,unknown,"Ashley Independence, RM"
Puente Alto,ashley_furniture,,unknown,"Ashley Puente Alto, RM"
Cerrillos,ashley_furniture,,unknown,"Ashley Cerrillos, RM"
Lo Barnechea,ashley_furniture,,unknown,"Ashley Lo Barnechea, RM"
Conchal&#237;,ashley_furniture,,unknown,"Ashley Conchal&#237;, RM"
Santiago,ashley_furniture,,unknown,"Ashley Santiago, RM"
santiago,reebok,,unknown,"adidas & Reebok Outlet Store Santiago, Easton Center"
