Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
lhwlmhx-hampton-lanzhou-shopping-street,hilton,Hampton by Hilton Lanzhou Shopping Street,"No. 39, Zhangye Road Chenngguan District, Lanzhou, 730030, China",,,,CN,+86 931 840 1000,https://www.hilton.com/ar/hotels/lhwlmhx-hampton-lanzhou-shopping-street/,,Hampton by Hilton,Q5646230
66843227,moneygram,BOC - #16551 - GSLZ CHENGGUAN SUB-BR,,LANZHOU,,,CN,+86 931 887 2811,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843298,moneygram,BOC - #16586 - GSLZ XIGUANSHIZI SUB-BR,,LANZHOU,,,CN,+86 931 846 7214,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843324,moneygram,BOC - #16603 - GSLZ ZHONGSHANLIN SUB-BR,,LANZHOU,,,CN,+86 931 811 0966,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843311,moneygram,BOC - #16595 - GSLZ LONGXI RD SUB-BR,,LANZHOU,,,CN,+86 931 846 6190,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843382,moneygram,BOC - #16605 - GSLZ YANTAN SUB-BR,,LANZHOU,,,CN,+86 931 855 2062,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843418,moneygram,BOC - #16591 - GSLZ HUANGHE SUB-BR,,LANZHOU,,,CN,+86 931 841 5128,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843447,moneygram,BOC - #16604 - GSLZ GANNAN RD SUB-BR,,LANZHOU,,,CN,+86 931 882 6080,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843450,moneygram,BOC - #16590 - GSLZ GANNAN W RD SUB-BR,,LANZHOU,,,CN,+86 931 881 2295,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843463,moneygram,BOC - #16583 - GSLZ GUANGWUMEN SUB-BR,,LANZHOU,,,CN,+86 931 885 7153,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66843913,moneygram,BOC - #16584 - GSLZ GUANGCHANGXIKOU SUB-,,LANZHOU,,,CN,+86 931 884 0763,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844129,moneygram,BOC - #16588 - GSLZ YONGCHANG RD SUB-BR,,LANZHOU,,,CN,+86 931 848 6300,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844145,moneygram,BOC - #16594 - GSLZ NANGUANSHIZI SUB-BR,,LANZHOU,,,CN,+86 931 847 1233,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844132,moneygram,BOC - #16593 - GSLZ JIUQUAN RD SUB-BR,,LANZHOU,,,CN,+86 931 847 8322,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844284,moneygram,BOC - #16592 - GSLZ XIJIN PLAZA SUB-BR,,LANZHOU,,,CN,+86 931 265 1933,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
66844307,moneygram,BOC - #16585 - GSLZ JINCHENG SUB-BR,,LANZHOU,,,CN,+86 931 841 3165,,Mo-Fr 08:30-17:30; Sa-Su 09:00-17:00,MoneyGram,Q1944412
