City,Place Name,Zipcode,Name
Oer-Erkenschwick,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Oer-Erkenschwick, Ludwigstraße 15"
Meschede,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Meschede, Kaiser-Otto-Platz 5"
Dortmund,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Dortmund, Hermannstraße 44"
Frankenberg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Frankenberg, Neustädter Str. 19-21"
Korbach,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Korbach, Bahnhofstraße 10"
Herne,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Herne Zentrum, Bahnhofstr. 58"
Arnsberg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Arnsberg Neheim, Hauptstraße 30"
Castrop-Rauxel,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Castrop-Rauxel, Münsterstraße 4"
Marburg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Marburg Zentrum-Oberstadt, Markt 13"
Kamen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Kamen, Weststraße 74"
Soest,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Soest, Brüderstraße 38"
Lüdenscheid,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Lüdenscheid, Stern-Center"
Unna,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Unna, Bahnhofstr. 24"
Witten,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Witten, Bahnhofstraße 48"
Iserlohn,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Iserlohn, Wermingser Straße 31"
Menden,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Menden, Hochstraße 20"
Hagen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Hagen, Elberfelder Straße 32"
Lünen,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Lünen Lünen-Nord, Lange Straße 34"
Waltrop,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Waltrop, Hagelstraße 5 - 7"
Olsberg,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Olsberg, Markt 1"
Datteln,fielmann_de,,unknown,"Fielmann - Ihr Optiker in Datteln, Castroper Straße 24"
