City,Place Name,Zipcode,Name
Risskov,audi,Grenåvej 347 8240 Risskov,unknown,Audi Aarhus
Horsens,audi,Vejlevej 1 8700 Horsens,unknown,Audi Servicepartner Horsens
Randers SØ,audi,Grenåvej 14-16 8960 Randers SØ,unknown,Jydsk Automobil Centrum A/S
Herning,audi,Tjelevej 14-20 7400 Herning,unknown,Audi Servicepartner Herning
Silkeborg,audi,Bredhøjvej 5 8600 Silkeborg,unknown,Bilernes hus A/S
Skanderborg,audi,Dronning Sophies alle 110 8660 Skanderborg,unknown,Ove B. Dirksen A/S
Grenaa,audi,Trekanten 6-8 8500 Grenaa,unknown,JAC Grenaa A/S
Viborg,audi,Lundborgvej 12 8800 Viborg,unknown,Audi Servicepartner Viborg
8600 Silkeborg,deloitte,,unknown,Deloitte - Silkeborg
8000 Aarhus,deloitte,,unknown,Deloitte - Aarhus
Arhus Kommune,google_offices,"Aabogade 15
8200 Aarhus
Denmark",unknown,Aarhus
Skanderborg Kommune,ionity,,unknown,Skanderborg
Aarhus   C,starbucks_eu,Store Torv 18 8000 Aarhus C,unknown,Aarhus - Borgporten
8000 Århus,starbucks_eu,Salling Department Store Søndergade 27 8000 Århus,unknown,Aarhus - Salling Department Store
Herning Kommune,tier,,unknown,Tier
