City,Place Name,Zipcode,Name
Волгоград,coffee_like,ул. Землячки 110 б,unknown,Coffee Like
Волгоград,coffee_like,пр-т Ленина 54,unknown,Coffee Like
Волгоград,coffee_like,ул. Комсомольская 10,unknown,Coffee Like
Волгоград,coffee_like,ул. Гоголя 4,unknown,Coffee Like
Волгоград,coffee_like,просп. Ленина 20,unknown,Coffee Like
Волгоград,coffee_like,ул. Краснознаменская 9,unknown,Coffee Like
Волгоград,coffee_like,ул. Коммунистическая 22,unknown,Coffee Like
Волгоград,coffee_like,бул. Энгельса 26,unknown,Coffee Like
Волгоград,coffee_like,бул. Профсоюзов 1б,unknown,Coffee Like
Волгоград,coffee_like,ул.  Рабоче-Крестьянская 9б,unknown,Coffee Like
Волгоград,coffee_like,ул. Коммунистическая 40,unknown,Coffee Like
Волгоград,coffee_like,ул. Калинина 13,unknown,Coffee Like
Волгоград,coffee_like,ул. Рабоче-Крестьянская 27,unknown,Coffee Like
Волгоград,coffee_like,ул. Рабоче-Крестьянская 9 б,unknown,Coffee Like
Волгоград,coffee_like,просп. Университетский 107,unknown,Coffee Like
Волгоград,coffee_like,ул. Комсомольская 4,unknown,Coffee Like
Волгоград,coffee_like,пл. Дзержинского 1 б,unknown,Coffee Like
Волгоград,coffee_like,ул. 64 Армии 26Б,unknown,Coffee Like
Волгоград,coffee_like,просп. Ленина 6,unknown,Coffee Like
Волгоград,coffee_like,ул. Набережная 62-й Армии 22,unknown,Coffee Like
Волгоград,coffee_like,ул. Батальонная 4,unknown,Coffee Like
Волжский,coffee_like,ул. Энгельса 3,unknown,Coffee Like
Волжский,coffee_like,ул. Александрова 18 а,unknown,Coffee Like
Дзержинск,coffee_like,пр-т Чкалова 24а,unknown,Coffee Like
Камышин,coffee_like,ул. Ленина 19,unknown,Coffee Like
Михайловка,coffee_like,ул. Республиканская 36 а,unknown,Coffee Like
Михайловка,coffee_like,ул. Энгельса 11,unknown,Coffee Like
Михайловка,coffee_like,ул. 2 Краснознаменская 28 (mih4),unknown,Coffee Like
Михайловка,coffee_like,ул. Республиканская 34А,unknown,Coffee Like
Урюпинск,coffee_like,просп. Ленина 121,unknown,Coffee Like
Урюпинск,coffee_like,ул. Ленина 121,unknown,Coffee Like
Фролово,coffee_like,ул. Фроловская 1,unknown,Coffee Like
Volgograd,lukoil,Russia 400111 Volgograd Region Volgograd st. Habarovskaya 2l,unknown,MAZS №34527
Kalachevskii area,lukoil,Russia 404500 Volgograd Region Kalachevskii area Ilyevka road Volgograd-Kamensk-Shaхtinskii 76 km,unknown,MAZS №34526
Volgograd,lukoil,Russia 400079 Volgograd Region Volgograd st. 64-i Armii 143A,unknown,MAZS №34525
Volgograd,lukoil,Russia 400042 Volgograd Region Volgograd road Aviatorov 1d,unknown,MAZS №34523
Volgograd,lukoil,Russia 400006 Volgograd Region Volgograd st. Shuruhina 66,unknown,MAZS No34524
Kamyshin,lukoil,Russia 403889 Volgograd Region Kamyshin st. Volgogradskaya,unknown,MAZS No34521
Yelanskiy r-n,lukoil,Russia 403732 Volgograd Region Yelanskiy r-n r.p. Yelan ul. Pionerskaya d. 133,unknown,MAZS No34520 p. Yelan
area Gorodishchenskiy,lukoil,Russia 403010 Volgograd Region area Gorodishchenskiy Yerzovka st. Mayora D. Kuznetsova 21A,unknown,AZS №34518
Volgograd,lukoil,Russia 400038 Volgograd Region Volgograd Gorkovskiy st. Volgogradskaya 137,unknown,AZS №34517
Volgograd,lukoil,Russia 400010 Volgograd Region Volgograd prospect st. Zhukova 94а,unknown,AZS №34516
Volgograd,lukoil,Russia 400000 Volgograd Region Volgograd st. Rokossovskogo 4b,unknown,AZS №34515
Volgograd,lukoil,Russia 400009 Volgograd Region Volgograd st. V.I. Lenina 116/а,unknown,AZS No34513
Gorodishchenskiy area,lukoil,Russia 403001 Volgograd Region Gorodishchenskiy area Gorodishche st. Andryeeva 16,unknown,AZS №34512
unknown,lukoil,Russia 403010 Volgograd Region Gorodishchenskiy area -,unknown,AZS No34514
Kamyshin,lukoil,Russia 403870 Volgograd Region Kamyshin st. Ryazano-Uralʹskaya,unknown,AZS №34511
Mikhaylovka,lukoil,Russia 403335 Volgograd Region Mikhaylovka 786km road Volgograd-Moskva,unknown,AZS №34510
Novoanninskiy r-n,lukoil,Russia 403951 Volgograd Region Novoanninskiy r-n g. Novoanninskiy ul. Lenina d. 221/a,unknown,AZS No34509 (g.Novoanninskiy)
Volgograd,lukoil,Russia 400048 Volgograd Region Volgograd st. Aviatorov 12/а,unknown,AZS No34508
Volgograd,lukoil,Russia 400081 Volgograd Region Volgograd st. Хorosheva 65а,unknown,AZS №34507
Volzhskii,lukoil,Russia 404130 Volgograd Region Volzhskii Lenina prospect st. 2/b,unknown,AZS №34506 Volzhskiy
Volgograd,lukoil,Russia 400120 Volgograd Region Volgograd st. Cherepovetskaya 21/а,unknown,AZS №34504
Volgograd,lukoil,Russia 400074 Volgograd Region Volgograd st. Sotsialisticheskaya 43,unknown,AZS №34503
Volgograd,lukoil,Russia 400120 Volgograd Region Volgograd st. Avtotransportnaya 1,unknown,AZS №34501
Volgograd,lukoil,Russia 400080 Volgograd Region Volgograd st. Dovzhenko 3,unknown,AZS №34500
Volgograd,lukoil,Russia 400062 Volgograd Region Volgograd Sovetskii area st. Avtomobilistov 12а,unknown,AZS №34498
Nikolayevsk,lukoil,Russia 404032 Volgograd Region Nikolayevsk road Volgograd-Samara 187km,unknown,AZS No34497 Nikolayevsk
Volgograd,lukoil,Russia 400020 Volgograd region Volgograd prospect st. Sashi Chekalina 88/к,unknown,AZS №34496
Serafimovichskiy area,lukoil,Russia 403441 Volgograd Region Serafimovichskiy area Serafimovich  65km 600m road Mikhaylovka-Serafimovich-Surovikino,unknown,AZS №34494
unknown,lukoil,Russia 403651 Volgograd Region Olkhovka Volkova 53,unknown,AZS №34493
"Surovikinskii area, Surovikino",lukoil,Russia 404420 Volgograd Region Surovikinskii area Surovikino 132 km road Volgograd-Kamensk-SHahtinskii,unknown,AZS №34492
unknown,lukoil,Russia 404060 Volgograd Region Bykovo 4 km East of Bykovo,unknown,AZS No34491 Bykovo
Volgograd,lukoil,Russia 400050 Volgograd Region Volgograd Tsentralʹnyi area st. Rokossovskogo 80а,unknown,AZS No34490
"Kamyshinskiy r-n, Michurinskoye s.p.",lukoil,Russia 403882 Volgograd Region Kamyshinskiy r-n Michurinskoye s.p. kh. Torpovka,unknown,AZS No34488 p. Sokolovka
Volzhskiy,lukoil,Russia 404119 Volgograd Region Volzhskiy st. im. F.G. Loginova 33,unknown,AZS №34487 Volzhskiy 
Krasnoslobodsk,lukoil,Russia 404143 Volgograd Region Krasnoslobodsk Srednyeakhtubinskii area 150m from the bridge over the yerik Peschanyy,unknown,AZS №34486 Krasnoslobodsk
Volgograd,lukoil,Russia 400079 Volgograd Region  Volgograd st. 64-i Armii д. 50/а,unknown,AZS №34485
Volgograd,lukoil,Russia 400048 Volgograd Region Volgograd road Aviatorov 18/а,unknown,AZS №34484
Svetloyarskii area,lukoil,Russia 404171 Volgograd Region Svetlyi Yar st. Promyshlennaya 1 km South-East of the traffic police post,unknown,AZS №34483
Volgograd,lukoil,Russia 400117 Volgograd Region Volgograd st. Zemlyachki 74/b,unknown,AZS №34482
