Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
https://stores.footlocker.be/en/be-wna/namur/,footlocker,"Foot Locker Locations in Namur, Namur | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-wna/namur/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-wht/mons/,footlocker,"Foot Locker Locations in Mons, Hainaut | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-wht/mons/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-wht/luik/,footlocker,"Foot Locker Locations in Luik, Hainaut | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-wht/luik/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-wht/charleroi/,footlocker,"Foot Locker Locations in Charleroi, Hainaut | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-wht/charleroi/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-vwv/oostende/,footlocker,"Foot Locker Locations in Oostende, West-Vlaanderen | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-vwv/oostende/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-vwv/kortrijk/,footlocker,"Foot Locker Locations in Kortrijk, West-Vlaanderen | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-vwv/kortrijk/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-vwv/brugge/,footlocker,"Foot Locker Locations in Brugge, West-Vlaanderen | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-vwv/brugge/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-vov/gent/,footlocker,"Foot Locker Locations in Gent, Oost-Vlaanderen | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-vov/gent/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-vli/hasselt/,footlocker,"Foot Locker Locations in Hasselt, Limburg | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-vli/hasselt/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-vbr/leuven/,footlocker,"Foot Locker Locations in Leuven, Vlaams-Brabant | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-vbr/leuven/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-van/wijnegem/,footlocker,"Foot Locker Locations in Wijnegem, Antwerpen | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-van/wijnegem/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-van/nivelles/,footlocker,"Foot Locker Locations in Nivelles, Antwerpen | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-van/nivelles/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-vbr/louvain-la-neuve/,footlocker,"Foot Locker Locations in Louvain-la-neuve, Vlaams-Brabant | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-vbr/louvain-la-neuve/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-bru/bruxelles/,footlocker,"Foot Locker Locations in Bruxelles, Brussels Hoofdstedelijk Gewest | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-bru/bruxelles/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-bru/brussels/,footlocker,"Foot Locker Locations in Brussels, Brussels Hoofdstedelijk Gewest | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-bru/brussels/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-wna/,footlocker,Foot Locker Locations in Namur | Approved,,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-wna/,,Foot Locker,Q63335
https://stores.footlocker.be/en/be-van/antwerpen/,footlocker,"Foot Locker Locations in Antwerpen, Antwerpen | Approved",,New York,NY,,BE,(800) 863-8932,https://stores.footlocker.be/en/be-van/antwerpen/,,Foot Locker,Q63335
