City,Place Name,Zipcode,Name
SAN NICOLÁS,visa,,unknown,unknown
CHACHAPOYAS,visa,,unknown,unknown
FLORIDA,visa,,unknown,unknown
JAZÁN,visa,,unknown,unknown
LONYA GRANDE,visa,,unknown,unknown
BAGUA GRANDE,visa,,unknown,unknown
BAGUA,visa,,unknown,unknown
Bagua,western_union,,unknown,CAJA TRUJILLO AG BAGUA GRANDE
Rodriguez De Mendoza,western_union,,unknown,CAJA TRUJILLO RODRIGUEZ DE MENDOZA
San Nicolas,western_union,,unknown,CAJA LOS ANDES AG RODRIGUEZ DE MENDOZA
Condorcanqui,western_union,,unknown,CAJA TRUJILLO AG SANTA MARIA DE NIEVA
Chachapoyas,western_union,,unknown,CMAC PAITA - CHACHAPOYAS
Bagua Grande,western_union,,unknown,CAJA LOS ANDES EOB BAGUA GRANDE
Bongara,western_union,,unknown,CAJA TRUJILLO AG PEDRO RUIZ
Jazan,western_union,,unknown,CAJA LOS ANDES EOB PEDRO RUIZ
