City,Place Name,Zipcode,Name
Cittadella,arcaplanet_it,,unknown,Arcaplanet
Camposampiero,arcaplanet_it,,unknown,Arcaplanet
Trebaseleghe,arcaplanet_it,,unknown,Arcaplanet
Rubano,arcaplanet_it,,unknown,Arcaplanet
Padova,arcaplanet_it,,unknown,Arcaplanet
PADOVA,aveda,,unknown,ROSSO PARRUCCHIERI
MONSELICE,bmw_group,,unknown,ERREEFFE GROUP SPA MONSELICE MOTORI
LEGNARO,bmw_group,,unknown,CECCATO MOTORS SRL
PADOVA,bmw_group,,unknown,CECCATO MOTORS SRL
Fontaniva,brico_io_it,,unknown,FONTANIVA
Monselice,brico_io_it,,unknown,MONSELICE
Rubano,brico_io_it,,unknown,RUBANO
ROVOLON,carrefour_it,,unknown,Carrefour Market VIA DEL COMMERCIO 2 - ROVOLON (PD)
unknown,conad_it,VIA CRISTOFORO COLOMBO 79 35043 MONSELICE,unknown,unknown
unknown,conad_it,Via Fratelli Sanguinazzi 1 35028 PIOVE DI SACCO,unknown,Spazio Conad
unknown,conad_it,VIA ROMEA 124 35020 LEGNARO,unknown,Conad
unknown,conad_it,VIA JACOPO FACCIOLATI 80-82 35126 PADOVA,unknown,Conad City
unknown,conad_it,VIA OSTIALA GALLENIA 8 35100 PADOVA,unknown,unknown
unknown,conad_it,Via Venezia 61 35131 PADOVA,unknown,unknown
unknown,conad_it,VIA POSTUMIA 15 35010 CARMIGNANO DI BRENTA,unknown,Conad Superstore
unknown,conad_it,Via C. Agostini 158 35018 SAN MARTINO DI LUPARI,unknown,unknown
Albignasego,gamestop_it,,unknown,ALBIGNASEGO
Padova,gamestop_it,,unknown,PADOVA
Piove Di Sacco,giunti_al_punto_it,Ss 516 - Via F. Sanguinazzi c/o Centro Commerciale Piazza Grande 35028 Piove Di Sacco PD,unknown,Libreria Giunti al Punto Piove di Sacco
Sarmeola Di Rubano,giunti_al_punto_it,Via Della Provvidenza 1 c/o Centro Commerciale Le Brentelle 35030 Sarmeola Di Rubano PD,unknown,Libreria Giunti al Punto Rubano
Monselice,giunti_al_punto_it,Via C.colombo 79 c/o Centro Commerciale Airone 35043 Monselice PD,unknown,Libreria Giunti al Punto Monselice
Padova,giunti_al_punto_it,Piazza Dei Signori 40 35139 Padova PD,unknown,Libreria Giunti al Punto Padova
MASSANZAGO,gnp_it,,unknown,GNP
PADOVA,gnp_it,,unknown,GNP
MONTAGNANA,moneygram,,unknown,EURO BAZAR DI AMIMI JAMAL
PADOVA,moneygram,,unknown,GONDAL AND CO
CARMIGNANO DI BRENTA,moneygram,,unknown,TABACCHERIA - TRENTIN
PADORA,moneygram,,unknown,MAHA'S
PIOVE DI SACCO,moneygram,,unknown,POSTE ITALIANE
ESTE,moneygram,,unknown,CENTRO POSTE
ABANO TERME,moneygram,,unknown,DIBRA KLODIANA
ALBIGNASEGO,moneygram,,unknown,RAMPADO LUCA
SELVAZZANO DENTRO,q8_italia,,unknown,Q8
MEGLIADINO SAN  VITALE,q8_italia,,unknown,Q8
CARMIGNANO DI BRENTA,q8_italia,,unknown,Q8
SANTA GIUSTINA IN COLLE,q8_italia,,unknown,Q8
VO',q8_italia,,unknown,Q8
SOLESINO,q8_italia,,unknown,Q8
MONTEGROTTO TERME,q8_italia,,unknown,Q8
VILLA ESTENSE,q8_italia,,unknown,Q8
ESTE,q8_italia,,unknown,Q8 Easy
CITTADELLA,q8_italia,,unknown,Q8 Easy
PADOVA,q8_italia,,unknown,Q8 Easy
VILLAFRANCA PADOVANA,q8_italia,,unknown,Q8 Easy
CAMPODARSEGO,q8_italia,,unknown,Q8
DUE CARRARE,q8_italia,,unknown,Q8
VIGODARZERE,q8_italia,,unknown,Q8
SAONARA,q8_italia,,unknown,Q8 Easy
CADONEGHE,q8_italia,,unknown,Q8
LOC. STANGA/PADOVA,q8_italia,,unknown,Q8 Easy
MASERA' DI PADOVA,q8_italia,,unknown,Q8
MONSELICE,q8_italia,,unknown,Q8 Easy
SAN PIETRO IN GU,q8_italia,,unknown,Q8 Easy
LIMENA,q8_italia,,unknown,Q8
NOVENTA PADOVANA,q8_italia,,unknown,Q8 Easy
ALBIGNASEGO,q8_italia,,unknown,Q8 Easy
ABANO TERME,q8_italia,,unknown,Q8 Easy
RUBANO,q8_italia,,unknown,Q8 Easy
GALLIERA VENETA,q8_italia,,unknown,Q8
PIOVE SACCO,q8_italia,,unknown,Q8 Easy
BOVOLENTA,q8_italia,,unknown,Q8
MONTAGNANA,q8_italia,,unknown,Q8
PIAZZOLA SUL BRENTA,q8_italia,,unknown,Q8
GALZIGNANO TERME,q8_italia,,unknown,Q8
CAMPODORO,q8_italia,,unknown,Q8
CARTURA,q8_italia,,unknown,Q8
unknown,remax_it,Via della Provvidenza 13 35030 Rubano PD Italia,unknown,RE/MAX ABCcase
unknown,remax_it,Sottopassaggio Mario Saggin 2 35131 Padova PD Italia,unknown,RE/MAX Commercial Estpro
unknown,remax_it,Via dell'Artigianato 3 35010 Vigodarzere PD Italia,unknown,RE/MAX Crono
unknown,remax_it,Via Venezia 20 35010 Vigonza PD Italia,unknown,RE/MAX Puntocase
unknown,remax_it,- - Padova PD Italia,unknown,RE/MAX Puntocase 4
unknown,remax_it,Via Padova 4 35030 Selvazzano Dentro PD Italia,unknown,RE/MAX Skuadra
Stanghella,shell,,unknown,Stanghella
Vigonza,shell,,unknown,Vigonza
unknown,skoda,,unknown,SUPERAUTO S.P.A.
Borgo Veneto,tigota_it,,unknown,Tigotà
PADOVA,visa,,unknown,unknown
PONTE SAN NICOLO',visa,,unknown,unknown
MONTAGNANA,visa,,unknown,unknown
CAMPOSAMPIERO,visa,,unknown,unknown
ROMA,visa,,unknown,unknown
PIACENZA D'ADIGE,visa,,unknown,unknown
MERLARA,visa,,unknown,unknown
URBANA,visa,,unknown,unknown
CASALE DI SCODOSIA,visa,,unknown,unknown
STANGHELLA,visa,,unknown,unknown
SOLESINO,visa,,unknown,unknown
MEGLIADINO SAN VITALE,visa,,unknown,unknown
VILLA ESTENSE,visa,,unknown,unknown
ANGUILLARA VENETA,visa,,unknown,unknown
ESTE,visa,,unknown,unknown
BORGO VENETO,visa,,unknown,unknown
POZZONOVO,visa,,unknown,unknown
AGNA,visa,,unknown,unknown
TRIBANO,visa,,unknown,unknown
MONSELICE,visa,,unknown,unknown
CONSELVE,visa,,unknown,unknown
SAN PIETRO VIMINARIO,visa,,unknown,unknown
LOZZO ATESTINO,visa,,unknown,unknown
CANDIANA,visa,,unknown,unknown
CARTURA,visa,,unknown,unknown
BATTAGLIA TERME,visa,,unknown,unknown
DUE CARRARE,visa,,unknown,unknown
CORREZZOLA,visa,,unknown,unknown
GALZIGNANO TERME,visa,,unknown,unknown
PIOVE DI SACCO,visa,,unknown,unknown
PONTELONGO,visa,,unknown,unknown
VO',visa,,unknown,unknown
BOVOLENTA,visa,,unknown,unknown
TORREGLIA,visa,,unknown,unknown
