City,Place Name,Zipcode,Name
Jakarta,audi,Jl. Sultan Iskandar Muda Kav. 12240 Jakarta,unknown,Audi Pondok Indah
Jakarta,audi,Jl. RA Kartini Kavling 14 12440 Jakarta,unknown,Audi Pondok Indah
Kota Tangerang Selatan,bp,,unknown,bp Graha Raya Silktown
Tanggerang Selatan,bp,,unknown,bp GS Paramount
Kota Tangerang,bp,,unknown,bp Imam Bonjol
Tangerang Selatan,mercedes_benz,,unknown,PT. Panji Rama Otomotif
TANGERANG,shell,,unknown,SHELL PONDOK CABE - TGR
KOTA TANGERANG,shell,,unknown,SHELL KARANG TENGAH-1 TGR DO
 TANGERANG,shell,,unknown,SHELL SERANG BALARAJA-1 TGR
TANGERANG SELATAN,shell,,unknown,SHELL BINTARO U-TOWN - TGR
KOTA TANGERANG SELATAN,shell,,unknown,SHELL CEGER RAYA-1 TGR
CILEGON,shell,,unknown,SHELL AHMAD YANI - CILEGON DO
SERANG,shell,,unknown,SHELL CIKANDE-1 SERANG
KABUPATEN TANGERANG,shell,,unknown,SHELL PIK-2 TGR DO
CILEGON,visa,,unknown,unknown
JAKARTA,visa,,unknown,unknown
TANGERANG,visa,,unknown,unknown
TANGERANG SELATAN,visa,,unknown,unknown
BOGOR,visa,,unknown,unknown
Serang,western_union,,unknown,KOPERASI PAYU 92
Tangerang,western_union,,unknown,BRI UNIT PASAR MALABAR
Tangerang Selatan,western_union,,unknown,PEGADAIAN UPS PONDOK CABE
Cilegon,western_union,,unknown,PT POS KPC CILEGON JOMBANG TANGSI
Pandeglang,western_union,,unknown,PT POS KPC CIMANGGU
Lebak,western_union,,unknown,KOPERASI PAYU 587
Rangkas Bitung,western_union,,unknown,KOPERASI PAYU 591
