State,Place Name,City,Establishments
UNKNOWN,accor,unknown,3
ANTANANARIVO,avis,Antananarivo,1
MORARANOALAROBIA,avis,Antananarivo,1
UNKNOWN,bmw_group,Antananarivo,1
UNKNOWN,ford,Antananarivo,4
UNKNOWN,geox,ANTANANARIVO,1
ANALAMANGA,mercedes_benz,ANTANANARIVO,1
UNKNOWN,mercedes_benz,ANTANANARIVO,2
ATSINANANA,mercedes_benz,Toamasina,1
UNKNOWN,mercedes_benz,Antsiranana,1
UNKNOWN,moneygram,MAHAJANGA,6
UNKNOWN,moneygram,ANTANANARIVO,60
UNKNOWN,moneygram,TANAMBE,2
UNKNOWN,moneygram,MAHITSY,3
UNKNOWN,moneygram,VOHEMAR,2
UNKNOWN,moneygram,AMBANJA,2
UNKNOWN,moneygram,ANALAVORY,1
UNKNOWN,moneygram,NOSY BE,3
UNKNOWN,moneygram,MORONDAVA,3
UNKNOWN,moneygram,FIANARANTSOA,4
UNKNOWN,moneygram,AMBATONDRAZAKA,3
UNKNOWN,moneygram,SABOTSY NAMEHANA,2
UNKNOWN,moneygram,AMPITATAFIKA,1
UNKNOWN,moneygram,FORT DAUPHIN,1
UNKNOWN,moneygram,TULEAR,2
UNKNOWN,moneygram,MANANJARY,2
UNKNOWN,moneygram,FARAFANGANA,2
UNKNOWN,moneygram,MANAKARA,3
UNKNOWN,moneygram,AMBILOBE,2
UNKNOWN,moneygram,AMPATOLAMPY,1
UNKNOWN,moneygram,DIEGO,1
UNKNOWN,moneygram,TAMATAVE,3
UNKNOWN,moneygram,SAMBAVA,4
UNKNOWN,moneygram,TOAMASINA,6
UNKNOWN,moneygram,ANTSENAKELY,1
UNKNOWN,moneygram,AMBONDROMAMY,1
UNKNOWN,moneygram,MAROVOAY,2
UNKNOWN,moneygram,ANDAPA,2
UNKNOWN,moneygram,ANTSOHIHY,2
UNKNOWN,moneygram,MANDRITSARA,1
UNKNOWN,moneygram,PORT BERGE,2
UNKNOWN,moneygram,ANTSIRANANA,4
UNKNOWN,moneygram,AMBOHIDRATRIMO,2
UNKNOWN,moneygram,MAEVATANANA,2
UNKNOWN,moneygram,MIARINARIVO,1
UNKNOWN,moneygram,IHOSY,2
UNKNOWN,moneygram,VATOMANDRY,1
UNKNOWN,moneygram,ANTSIRABE,7
UNKNOWN,moneygram,MAINTIRANO,1
UNKNOWN,moneygram,AMBATOLAMPY,2
UNKNOWN,moneygram,TSIROANOMANDIDY,3
UNKNOWN,moneygram,MAHANORO,2
UNKNOWN,moneygram,MAMPIKONY,1
UNKNOWN,moneygram,FENERIVE EST,1
UNKNOWN,moneygram,BRICKAVILLE,1
UNKNOWN,moneygram,MAROANTSETRA,2
UNKNOWN,moneygram,SOANIERANA IVONGO,1
UNKNOWN,moneygram,MANANARA,1
UNKNOWN,moneygram,AMPARAFARAVOLA,1
UNKNOWN,moneygram,AMBALAVAO,1
UNKNOWN,moneygram,MORAMANGA,3
UNKNOWN,moneygram,ANTALAHA,2
UNKNOWN,moneygram,TOLAGNARO,1
UNKNOWN,moneygram,VANGAINDRANO,1
