City,Place Name,Zipcode,Name
Coatzacoalcos,sams_club_mx,,unknown,"Sam's Club Coatzacoalcos, Ver."
Córdoba,sams_club_mx,,unknown,"Sam's Club Córdoba, Ver."
Veracruz,sams_club_mx,,unknown,"Sam's Club Playa Norte, Ver."
Poza Rica,sams_club_mx,,unknown,"Sam's Club Poza Rica, Ver."
Tuxpan,sams_club_mx,,unknown,"Sam's Club Tuxpan, Ver."
Boca del Rio,sams_club_mx,,unknown,"Sam's Club Veracruz, Ver."
Xalapa,sams_club_mx,,unknown,"Sam's Club Xalapa, Ver."
COATZACOALCOS,visa,,unknown,unknown
BOCA DEL RIO,visa,,unknown,unknown
VERACRUZ,visa,,unknown,unknown
XALAPA,visa,,unknown,unknown
TUXPAN (VERACRUZ),visa,,unknown,unknown
POZA RICA DE HIDALGO,visa,,unknown,unknown
