City,Place Name,Zipcode,Name
Luzern,bmw_group,,unknown,Steiner Group AG
Kriens,bmw_group,,unknown,Steiner Group AG
Hochdorf,bmw_group,,unknown,Bellevue Auto AG
Oberkirch,bmw_group,,unknown,Garage Burkhardt AG
Ebnet-Entlebuch,bmw_group,,unknown,"Motos Knüsel GmbH Ebnet, Luzern"
Luzern,hugo_boss,,unknown,BOSS Shop
unknown,skoda,,unknown,Tribschen - Garage Wigger + Schilliger AG
Luzern,subway,,unknown,Subway
Kriens,subway,,unknown,Subway
Emmenbrücke,subway,,unknown,Subway Maxx Cinema
SCHWARZENBERG LU,visa,,unknown,unknown
SOERENBERG,visa,,unknown,unknown
MARBACH LU,visa,,unknown,unknown
FLUEHLI,visa,,unknown,unknown
FLUEHLI LU,visa,,unknown,unknown
ESCHOLZMATT,visa,,unknown,unknown
SCHUEPFHEIM,visa,,unknown,unknown
SCHUPFHEIM,visa,,unknown,unknown
HASLE,visa,,unknown,unknown
HASLE LU,visa,,unknown,unknown
ENTLEBUCH,visa,,unknown,unknown
DOPPLESCHWAND,visa,,unknown,unknown
WOLHUSEN,visa,,unknown,unknown
LUTHERN,visa,,unknown,unknown
LUZERN,visa,,unknown,unknown
HORW,visa,,unknown,unknown
SCHACHEN LU,visa,,unknown,unknown
KRIENS,visa,,unknown,unknown
MALTERS,visa,,unknown,unknown
VITZNAU,visa,,unknown,unknown
HERGISWIL B. WILLISAU,visa,,unknown,unknown
HERGISWIL,visa,,unknown,unknown
LITTAU,visa,,unknown,unknown
LUZERN-LITTAU,visa,,unknown,unknown
HELLBUEHL,visa,,unknown,unknown
MENZNAU,visa,,unknown,unknown
WEGGIS,visa,,unknown,unknown
MEGGEN,visa,,unknown,unknown
RUSWIL,visa,,unknown,unknown
REUSSBUEHL,visa,,unknown,unknown
RUEDISWIL,visa,,unknown,unknown
LUZERN 15 WUERZENBACH,visa,,unknown,unknown
LUZERN WUERZENBACH,visa,,unknown,unknown
UFHUSEN,visa,,unknown,unknown
EMMENBRUECKE,visa,,unknown,unknown
EMMENBRUCKE,visa,,unknown,unknown
EMMENBRUECKE 2,visa,,unknown,unknown
EMMEN,visa,,unknown,unknown
BUTTISHOLZ,visa,,unknown,unknown
WILLISAU,visa,,unknown,unknown
ADLIGENSWIL,visa,,unknown,unknown
NEUENKIRCH,visa,,unknown,unknown
ROTHENBURG,visa,,unknown,unknown
EBIKON,visa,,unknown,unknown
ZELL,visa,,unknown,unknown
BUCHRAIN,visa,,unknown,unknown
GETTNAU,visa,,unknown,unknown
GROSSWANGEN,visa,,unknown,unknown
SEMPACH STATION,visa,,unknown,unknown
SEMPACH,visa,,unknown,unknown
UDLIGENSWIL,visa,,unknown,unknown
DIERIKON,visa,,unknown,unknown
ETTISWIL,visa,,unknown,unknown
NOTTWIL,visa,,unknown,unknown
ROOT,visa,,unknown,unknown
GROSSDIETWIL,visa,,unknown,unknown
SEMPACH STADT,visa,,unknown,unknown
RAIN,visa,,unknown,unknown
ALTBUERON,visa,,unknown,unknown
SCHOETZ,visa,,unknown,unknown
DAGMERSELLEN,visa,,unknown,unknown
INWIL,visa,,unknown,unknown
ROOT LU,visa,,unknown,unknown
INWIL LU,visa,,unknown,unknown
OBERKIRCH,visa,,unknown,unknown
EICH,visa,,unknown,unknown
ESCHENBACH,visa,,unknown,unknown
ESCHENBACH LU,visa,,unknown,unknown
HILDISRIEDEN,visa,,unknown,unknown
SURSEE,visa,,unknown,unknown
NEBIKON,visa,,unknown,unknown
WAUWIL,visa,,unknown,unknown
ST. ERHARD,visa,,unknown,unknown
BALLWIL,visa,,unknown,unknown
BALLWILL,visa,,unknown,unknown
SCHENKON,visa,,unknown,unknown
ROEMERSWIL LU,visa,,unknown,unknown
NEUDORF,visa,,unknown,unknown
HOCHDORF,visa,,unknown,unknown
GEUENSEE,visa,,unknown,unknown
PFAFFNAU,visa,,unknown,unknown
HOHENRAIN,visa,,unknown,unknown
BUERON,visa,,unknown,unknown
BEROMUENSTER,visa,,unknown,unknown
BEROMUNSTER,visa,,unknown,unknown
REIDEN,visa,,unknown,unknown
SCHLIERBACH,visa,,unknown,unknown
RICKENBACH LU,visa,,unknown,unknown
TRIENGEN,visa,,unknown,unknown
REIDEN LANDI,visa,,unknown,unknown
REIDEN (LU),visa,,unknown,unknown
MEHLSECKEN GDE. REIDEN,visa,,unknown,unknown
HITZKIRCH,visa,,unknown,unknown
AESCH LU,visa,,unknown,unknown
Schupfheim,western_union,,unknown,BLS AG
Willisau,western_union,,unknown,WILLISAU BLS
Luzern,western_union,,unknown,RACI GMBH
Emmenbrucke,western_union,,unknown,SBB CFF FFS
Sursee,western_union,,unknown,SBB CFF FFS
Hochdorf,western_union,,unknown,SBB CFF FFS
