City,Place Name,Zipcode,Name
T.SAM-MUEANG A.LAT-BUA-LUANG,shell,,unknown,DO P M C 64 LATBUALUANG AYA
A.MAHARAJ,shell,,unknown,CO POONRAKSA B1  MAHARAJ  AYA
T.CHAOPLUK  A.MAHARAT,shell,,unknown,DO NB GAS MAHARAT AYA
T.MAHARAT A.MAHARAT,shell,,unknown,DO PANTIRA MAHARAT AYA
T.CHA-MAEP A.WONGNOI,shell,,unknown,CO PHUMRAPEE B4 CHAMEAP AYA
T.LAMSAI A.WANGNOI,shell,,unknown,CO PHUMRAPEE 2007  WANGNOI  AYA
T.CHIENGRAKNOI A.BANGPAIN,shell,,unknown,CO PLENARY (HO) BANGPAIN AYA
A.WANGNOI,shell,,unknown,CO PHUMRAPEE 2007 B5 LAMSAI AYA
A.BANGPRA-IN,shell,,unknown,CO POONRAKSA  BANGPA-IN I/B BK  AYA
T.SAMBADIT A.UTHAI,shell,,unknown,DO SIRIPHRUEK UTHAI AYA
A.BANGPAIN,shell,,unknown,CO TONTHANWA B2 BANGPA-IN O/B AYA
T.PHACHI A.PHACHI,shell,,unknown,DO WORACHOKE PETRO PHACHI AYA
A.PHRA NAKHON SRI AYUTHAYA,shell,,unknown,CO PHUMRAPEE 2007 B1 ROJANA RD AYA
T.BANPOM A.PHRANAKHON SRI AYUTHAUYA,shell,,unknown,CO TONTHANWA B1 WATKASATRA AYA
T.PAKARN A.PRANAKORNSRIAYUTTHAYA,shell,,unknown,CO TONTHANWA PAKARN AYA
