City,Place Name,Zipcode,Name
Posadas,nissan_europe,,unknown,KYOTO AUTOMOTORES - POSADAS
POSADAS,shell,,unknown,RENTACAR IGUAZU SRL
COMANDANTE ANDRESITO,shell,,unknown,RENTACAR IGUAZU SRL
COLONIA VICTORIA,shell,,unknown,BEIRUT S.A.
2 De Mayo,western_union,,unknown,ECT AGROFER
Puerto Rico,western_union,,unknown,CORREO PUERTO RICO
Campo Viera,western_union,,unknown,SUPERMERCADO DON GONZALEZ
Ruiz De Montoya,western_union,,unknown,SEGUROS OLIVEIRA
Capiovi,western_union,,unknown,SILVIA CAROLINA RAMOS
Campo Grande,western_union,,unknown,AGENCIA LOTERIAS CAMPO GRANDE
Garuhape,western_union,,unknown,ORGANIZACION WELTER GARUHAPE
Puerto Iguazu,western_union,,unknown,CORREO IGUAZU
Aristobulo Del Valle,western_union,,unknown,SEGUROS WOLEMBERG
Montecarlo,western_union,,unknown,ZIMAN SEGUROS
Eldorado,western_union,,unknown,KIOSKO LEO
El Dorado,western_union,,unknown,KIOSCO L Y L
Wanda,western_union,,unknown,ORGANIZACION WELTER WANDA
Puerto Piray,western_union,,unknown,CORREO PUERTO PIRAY
Puerto Esperanza,western_union,,unknown,CORREO PUERTO ESPERANZA
Libertad,western_union,,unknown,CORREO LIBERTAD (MI)
25 De Mayo,western_union,,unknown,SZ SERVICIOS
Santa Rita,western_union,,unknown,ALTO URUGUAY COMUNICACIONES
Salto Encantado,western_union,,unknown,MI FERRETERIA
Colonia Aurora,western_union,,unknown,ASEGURADORA MULLER
El Soberbio,western_union,,unknown,LOCUTORIO CENTRO 2
San Vicente,western_union,,unknown,LA RURAL
Comandante Andresito,western_union,,unknown,SUB AGENCIA DE LOTERIAS 415
San Pedro,western_union,,unknown,DESPENSA LA RUTA
Bernardo De Irigoyen,western_union,,unknown,LOCUTORIO IRIGOYEN
San Antonio,western_union,,unknown,TELECENTRO SAN ANTONIO
Jardin America,western_union,,unknown,ALHIL E HIJOS
Colonia Alberdi,western_union,,unknown,RINTFLEICH IRMA
Obera,western_union,,unknown,ACCES ACCESORIOS 2
San Ignacio,western_union,,unknown,PERSONAL CENTRO SAN IGNACIO
Santo Pipo,western_union,,unknown,SYS
Santa Ana,western_union,,unknown,PERSONAL CENTRO
Posadas,western_union,,unknown,C.S. LIBERTAD POSADAS
Garupa,western_union,,unknown,RODRIGUEZ Y ASOCIADOS GARUPA
Garupa Norte,western_union,,unknown,LACADEMIA II
Leandro N Alem,western_union,,unknown,AGENCIA DE LOTERIAS ALEM
Cerro Azul,western_union,,unknown,MAXIKIOSCO DS 24
San Javier,western_union,,unknown,MUEBLERIA EL SOL
Candelaria,western_union,,unknown,CORREO CANDELARIA (MI)
Concepcion De La Sierra,western_union,,unknown,RIPOLL SEGUROS
San Jose,western_union,,unknown,ORGANIZACION DE SEGUROS SAN JOSE
Apostoles,western_union,,unknown,MAXIKIOSCO DANI
