Ref,Spider,Name,Address,City,State,Zipcode,Country,Phone,Website,Hours,Brand,WikiData
69416318,moneygram,ORABANK - LOME - AGENCE PRINCIPALE - PLA,,LOME,,,TG,+228 22 21 36 41,,Mo-Sa 07:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
69416321,moneygram,ORABANK - LOME - AGENCE TERMINAL DU SAHE,,LOME,,,TG,+228 23 38 08 15,,Mo-Sa 07:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
69416334,moneygram,ORABANK - LOME - AGENCE RUE DES CHEMINS,,LOME,,,TG,+228 22 20 51 10,,Mo-Sa 07:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
69416347,moneygram,ORABANK - LOME - AGENCE ADIDOGOME ASSIYE,,LOME,,,TG,+228 22 25 74 76,,Mo-Sa 07:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
69416774,moneygram,ORABANK - LOME - AGENCE TOKOIN CASABLANC,,LOME,,,TG,+228 22 20 48 18,,Mo-Sa 07:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
69416787,moneygram,"""ORABANK - LOME - AGENCE PLAGE """"ESPACE TR""",,LOME,,,TG,+228 22 20 01 03,,Mo-Sa 07:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
69416790,moneygram,ORABANK - LOME - AGENCE  KEGUE,,LOME,,,TG,+228 22 26 58 90,,Mo-Sa 07:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
69416800,moneygram,ORABANK - LOME - AGENCE BAGUIDA,,LOME,,,TG,+228 22 27 29 49,,Mo-Sa 07:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
69417032,moneygram,"""ORABANK - LOME - AGENCE PORT """"ESPACE PAR""",,LOME,,,TG,+228 22 27 71 15,,Mo-Sa 07:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
69417045,moneygram,ORABANK - LOME - AGENCE ROND POINT AEROP,,LOME,,,TG,+228 22 26 58 92,,Mo-Sa 07:00-19:00; Su 00:00-24:00,MoneyGram,Q1944412
